  28   3 8.00-03 1.10-02 8.65-03 7.73-03 6.74-03 4.91-03 3.66-03 2.73-03 2.00-03 1.74-03 1.64-03 1.63-03 1.64-03 1.65-03 1.67-03
  29   3 3.44-03 1.19-02 9.90-03 9.08-03 8.00-03 5.88-03 4.30-03 2.97-03 1.65-03 9.84-04 5.57-04 2.46-04 1.29-04 6.61-05 0.00+00
  30   3 8.01+01 1.10-02 1.01-02 9.87-03 9.33-03 7.90-03 6.53-03 5.04-03 3.15-03 2.00-03 1.18-03 5.43-04 2.89-04 1.50-04 0.00+00
  31   3 5.82-01 5.97-03 5.65-03 5.55-03 5.17-03 4.20-03 3.36-03 2.54-03 1.58-03 1.01-03 6.01-04 2.79-04 1.49-04 7.79-05 0.00+00
  32   3 1.85+08 8.98-03 5.61-03 4.14-03 3.21-03 2.40-03 1.93-03 1.55-03 1.24-03 1.16-03 1.19-03 1.32-03 1.45-03 1.59-03-2.35-04
  33   3 1.00-30 5.86-03 5.25-03 4.96-03 4.77-03 4.61-03 4.55-03 4.56-03 4.69-03 4.86-03 5.05-03 5.26-03 5.39-03 5.47-03 5.61-03
  34   3 1.29-01 4.52-03 3.63-03 3.19-03 2.84-03 2.35-03 1.95-03 1.52-03 9.91-04 6.68-04 4.26-04 2.19-04 1.27-04 7.19-05 0.00+00
  35   3 1.45+00 5.44-03 4.34-03 3.85-03 3.47-03 2.99-03 2.61-03 2.24-03 1.85-03 1.66-03 1.57-03 1.52-03 1.51-03 1.50-03 1.49-03
  36   3 1.00-30 1.59-03 1.25-03 1.09-03 9.48-04 7.59-04 6.03-04 4.45-04 2.64-04 1.63-04 9.48-05 4.30-05 2.28-05 1.18-05 0.00+00
  37   3 1.26+10 1.55-02 1.57-02 1.62-02 1.71-02 1.89-02 2.10-02 2.39-02 2.98-02 3.61-02 4.38-02 5.56-02 6.52-02 7.51-02-1.58-02
  38   3 9.90+00 4.61-03 4.51-03 4.44-03 4.31-03 3.95-03 3.45-03 2.77-03 1.80-03 1.17-03 7.08-04 3.35-04 1.82-04 9.66-05 0.00+00
  39   3 1.34+02 3.75-03 3.71-03 3.65-03 3.56-03 3.28-03 2.92-03 2.47-03 1.91-03 1.62-03 1.45-03 1.37-03 1.37-03 1.38-03 1.44-03
